lat,lon
40.7324,-74.141752
40.673091,-74.853766
40.619422,-74.568476
13.736681,100.562869
40.316841,-74.055782
37.854392,-122.247577
34.06282,-118.448915
34.09388,-118.002261
34.107788,-118.113105
34.07508,-118.56294
34.024941,-118.427742
34.035959,-80.973568
44.451997,26.084502
33.509378,-112.506849
32.716611,-114.729318
32.631975,-114.864229
39.658044,-86.846225
29.811038,-98.611574
66.65,-143.73
44.773626,17.189454
44.781449,17.182436
40.72751,-111.861434
40.265065,-111.641108
40.987322,-111.928873
40.579624,-111.806084
43.099982,-88.081671
40.755075,-111.85454
40.452368,-111.891484
38.083629,23.700375
40.733523,-111.573224
41.46425,-112.034863
33.9644,-118.204402
33.792219,-118.175257
33.801738,-118.347352
37.22168,-80.394267
37.176115,-80.421683
37.218754,-80.401511
37.212408,-80.392975
37.23135,-80.423963
37.20345,-80.484575
37.411655,-122.161926
28.85,-97.17
37.773312,-122.430259
37.543833,-122.511033
37.349955,-122.201913
37.946586,-122.076509
37.854831,-122.289372
37.453336,-122.436115
37.753566,-122.505483
37.877097,-122.252111
37.412426,-122.141784
37.451348,-122.196502
37.746169,-122.40184
40.162824,-110.392517
13.04497,77.580138
13.045313,77.573394
30.288664,-97.736877
40.646835,-112.025588
39.406565,-76.634787
-22.258729,166.445408
-22.25883,166.44523
37.759568,-122.404022
-22.23542,166.433807
43.256759,-79.832389
34.11759,-118.21734
32.402637,-86.266675
32.44685,-86.517236
41.293501,-111.810995
33.818771,-117.505635
41.110126,-111.903843
30.177759,-93.219207
6.216562,-75.567423
6.17146,-75.58878
20.913118,-100.751827
26.33768,-81.776281
26.898289,-81.988528
40.700168,-111.955505
24.934915,121.553023
24.934887,121.553139
24.99334,121.541521
47.550399,-122.149864
37.752585,-121.958468
37.412659,-121.782644
47.727355,-122.051897
39.961038,-111.899029
39.710729,-111.829485
34.443004,-119.781108
39.484842,-111.493991
34.442239,-119.789304
40.248387,-79.801934
36.814818,-119.867203
48.697509,2.148155
41.842736,-87.733955
41.841944,-87.733948
31.772702,-106.446562
31.764765,-106.471858
52.130651,8.640301
14.974157,-23.537254
38.699751,-120.998885
33.572454,-116.990749
38.481491,-122.671394
38.436619,-122.508728
34.024752,-118.48884
55.266695,-127.622935
55.25645,-127.677575
55.255696,-127.674083
34.048335,-118.415405
34.064084,-118.018266
34.127524,-118.107809
34.057674,-118.158526
34.14315,-118.016265
34.195027,-118.656818
14.163676,-16.124945
45.504625,-122.595016
-35.426508,149.122409
13.379671,103.86084
1.355227,103.828749
39.435318,-121.546051
39.725052,-121.821858
39.129088,-121.662669
39.708194,-121.820159
39.023,-121.031
39.141916,-121.68888
39.704677,-121.791351
39.85323,-121.59609
39.508886,-121.588382
39.739059,-86.123685
37.58432,-122.359553
40.746173,-114.041701
40.736695,-114.037485
34.188747,-119.184438
34.22092,-119.010859
34.413722,-119.285023
34.427766,-119.690871
34.441476,-119.24725
34.419361,-119.763518
34.450584,-119.160686
34.26145,-119.25417
34.187402,-119.184462
61.133932,-149.937048
61.181213,-149.796449
61.181476,-149.796073
61.173908,-149.860059
61.631266,-149.801501
20.609322,-87.111452
61.207712,-149.901627
61.140643,-149.81133
51.003609,-118.210696
40.394769,-111.58543
40.637303,-111.798047
40.787948,-111.88682
40.282591,-111.699097
40.649096,-111.283441
40.742903,-111.981915
37.362176,-122.065558
39.047658,-108.429395
35.300824,-120.659549
35.046776,-120.587712
35.494841,-120.665822
35.310331,-120.817737
30.320674,-97.724284
30.45558,-97.991997
33.965449,-118.251173
30.185177,-97.897041
30.309271,-97.683846
33.907902,-118.372611
30.326156,-97.742822
33.837258,-118.17547
30.38945,-97.728117
30.289002,-97.735451
37.248504,-107.991572
4.065364,9.757959
4.065684,9.759378
40.787405,-111.900594
37.791932,-122.237915
55.938627,12.326296
39.98487,-75.11647
39.988151,-75.117929
39.951003,-75.172084
39.964164,-75.141658
39.998796,-75.13163
39.998633,-75.100682
39.939482,-75.167294
37.89089,-122.111403
37.351214,-122.040101
37.752329,-122.400426
37.40213,-122.118017
37.268365,-122.029856
37.789281,-122.206614
37.930222,-122.356066
37.401369,-122.047517
37.381399,-122.030876
37.891722,-122.283616
19.472587,-155.899969
25.248735,82.965512
35.610495,-120.673431
38.6814,-121.0713
38.681719,-121.126924
39.03208,-121.262637
30.391547,-97.729151
34.068967,-117.099526
37.981945,23.727372
53.835446,-122.734402
29.763849,-95.325765
29.726424,-95.378383
29.571447,-95.124005
29.706077,-95.097336
29.767103,-95.342521
29.769151,-95.250317
29.737992,-95.342168
29.749322,-95.340656
28.626347,-81.210502
29.557082,-95.740333
39.904892,-85.942356
41.191981,-111.941976
33.978461,-117.327975
33.885066,-117.914355
33.964727,-117.890112
33.943648,-117.303852
33.942618,-117.304063
33.769062,-117.507686
33.221928,-117.254547
34.717121,-83.9804
41.901803,-84.029634
41.194278,-84.930024
41.905952,-84.016593
51.410708,5.454973
51.423394,5.491497
51.41079,5.454925
51.948138,5.232902
47.760224,-122.546843
34.25239,-119.14318
40.422634,-79.923547
45.675289,-111.043115
32.981383,-115.53849
38.6733,-120.942
38.69179,-120.693491
32.68138,-115.479435
32.981208,-115.551843
42.22081,-121.748629
43.574346,-116.300894
42.190223,-121.72891
37.872585,-122.286668
38.721676,-9.131168
38.830544,-122.193266
38.419309,-122.750596
34.076914,-118.010958
34.01826,-118.460205
34.61516,-118.29103
34.6811,-118.06964
34.044956,-118.019501
34.052525,-118.122714
34.032037,-118.017977
34.003309,-118.403513
1.292668,103.81951
47.448958,-79.632549
30.385554,-97.73103
30.391205,-97.725428
44.289953,-76.315129
44.193321,-76.200451
30.388954,-97.727769
30.28559,-97.736931
49.174989,-122.807071
49.153965,-122.938637
49.024,-122.326
49.021237,-122.326053
49.021405,-122.325806
49.0243,-122.326
49.0249,-122.326
49.228106,-122.90614
49.198325,-122.91552
49.140716,-122.297444
19.654002,-155.95647
19.463878,-155.898541
19.653805,-155.956692
19.704737,-155.983708
19.6,-155.48
19.474652,-155.901604
19.623235,-155.967876
19.82537,-155.996389
19.618659,-155.948809
19.821508,-155.841922
37.449081,-122.127138
40.663138,-111.904044
40.672749,-111.886012
40.691184,-111.830819
40.395424,-111.804851
20.285326,85.768506
40.044564,-111.735961
40.64549,-111.28024
40.571616,-111.924193
37.408236,-122.114598
40.37743,-111.87806
40.455246,-80.011381
32.98207,-115.548741
53.426988,-117.543663
40.74332,-73.996134
40.790397,-73.733322
40.814544,-73.951146
40.723844,-73.938478
40.759446,-73.964174
40.734492,-73.819301
40.735877,-73.851709
40.695398,-73.941811
40.68204,-73.997479
40.687894,-73.963808
42.31403,-83.71567
33.818877,-118.312115
33.980665,-118.17712
33.79222,-118.174825
33.707549,-118.291084
33.798461,-118.350971
37.884677,-122.12302
34.904373,-79.688068
37.241295,-107.998824
50.93595,-1.406377
54.135437,-108.404273
29.792835,-98.307037
29.476345,-98.449745
37.759193,-122.237399
37.524233,-122.29472
37.746024,-122.415778
37.678209,-122.158573
37.725193,-122.426133
37.411927,-122.136999
37.840371,-122.267806
37.722355,-122.4391
37.100473,-122.141312
37.16975,-122.157768
19.642636,-155.995207
40.735384,-73.996671
46.508202,6.550363
35.030905,-120.559382
33.354916,-110.453713
38.521128,-121.401786
38.538361,-121.427012
-25.829195,28.203366
39.771429,-121.824821
6.457869,7.529722
60.487873,-151.088192
34.10648,-117.212033
44.358131,9.2851
18.222923,-78.13472
41.194048,-111.943294
33.999504,-117.41593
27.604187,-82.517312
27.191075,-82.489817
27.910586,-82.50447
36.01571,-80.503664
36.356922,-80.66144
36.182018,-80.280672
47.273212,-122.482516
37.261705,-121.945133
37.215709,-121.837669
47.524266,-122.271023
-28.644178,152.979232
40.6909,-111.791479
38.830983,-77.070637
35.337366,25.669435
33.776598,-84.398304
33.776435,-84.412006
33.770293,-84.403663
33.778631,-84.408495
33.770305,-84.403628
33.770333,-84.4036
33.7703,-84.403632
33.770327,-84.403606
36.741798,-119.672703
33.817438,-84.354943
36.8113,-119.838748
31.055069,-93.237137
38.231873,-120.372773
38.610649,-120.504522
38.371379,-122.652584
38.247942,-122.600633
48.099144,-117.689287
48.345527,-117.272266
48.481694,-117.999328
34.053588,-118.016848
34.681143,-118.069611
34.18452,-118.134408
34.138439,-118.13797
34.095756,-118.149837
34.021475,-118.425094
34.025376,-118.427621
45.429026,-122.815825
1.355066,103.828736
-33.76526,151.118581
-33.678161,151.285714
37.801375,-122.218991
37.799505,-122.195419
44.93473,-123.029523
51.35144,5.469431
64.897218,-147.588238
40.554536,-111.805328
40.787859,-111.732253
40.304575,-111.751224
40.767059,-111.765375
40.327382,-111.728281
40.855699,-111.905396
40.590587,-111.978648
40.620739,-111.863113
40.601185,-111.81312
56.97282,24.132893
48.398915,-71.114195
42.619099,23.736138
38.574463,-109.545786
41.178714,-112.054756
33.768719,-118.17295
33.746124,-118.302035
55.269767,-128.074376
33.926038,-118.417151
33.946819,-118.197391
33.969822,-118.397289
37.407941,-122.114617
14.10594,-15.5508
58.303,-134.415239
37.280639,-122.11939
43.994042,-123.174724
43.319151,-123.060367
43.779519,-123.060036
37.653667,-122.488926
37.92285,-122.528013
37.061959,-122.067546
37.875923,-122.096655
37.585144,-122.367092
37.385324,-122.199622
37.66417,-122.396228
37.802976,-122.443511
39.059496,-122.914936
39.018712,-122.913143
44.984933,-93.167983
40.787936,-73.968073
41.036362,-73.871914
41.039828,-73.871706
41.139961,-73.256659
41.130033,-73.708831
41.758087,-73.082923
41.831805,-73.225208
41.724265,-73.85319
41.004042,-73.905847
16.84107,96.095912
41.110243,-73.354821
52.402715,5.321597
47.164863,-114.082752
16.826109,96.192343
38.168966,-121.288919
38.524354,-121.394132
38.586112,-121.489119
39.725182,-121.821757
39.23454,-121.055835
34.001621,-117.830512
35.789763,-117.362819
35.646261,-117.723722
35.755744,-117.382176
42.852356,-96.942412
36.529488,-4.923324
46.335901,-123.639546
53.950916,-122.750434
53.854401,-122.768676
43.753544,-79.362009
43.25612,-79.881471
30.390421,-97.723407
29.725532,-82.399723
29.650149,-82.493408
41.245721,-111.937375
33.615885,-117.699012
33.542363,-117.779671
33.988396,-117.374253
39.197976,-76.601037
39.352633,-76.610393
39.292928,-76.704154
39.508234,-76.163114
39.321775,-76.618548
39.499123,-76.635484
39.351647,-76.610177
39.352525,-76.549979
39.346081,-76.621486
50.415777,-104.627988
47.556013,-122.544824
37.159851,-121.908428
37.268078,-121.886794
47.614223,-122.169502
40.442143,-79.942387
40.298118,-79.884231
47.402945,8.61314
47.145904,8.428983
38.244815,-120.328824
53.486048,-113.464363
40.357509,-122.332982
38.073925,-122.23143
38.076515,-122.535581
38.122023,-122.233247
38.424745,-122.580812
38.424283,-122.584178
38.073599,-122.239798
37.628714,-122.487734
37.801126,-122.24607
29.853833,-96.528538
39.790462,-86.193618
39.790788,-86.193564
39.77119,-86.110764
39.768492,-86.128154
39.784326,-86.115011
39.839859,-86.157568
39.794981,-86.16811
34.134203,-118.1651
39.745816,-86.14421
39.774104,-86.073659
34.129307,-118.435261
9.021965,38.824747
42.428937,-71.244114
21.894485,-159.468366
45.501722,-122.626231
45.513251,-122.686572
45.512872,-122.873436
45.568113,-122.65463
58.969204,5.729298
64.74062,-156.873554
39.760641,-86.102044
39.769837,-86.133489
41.377597,-74.376671
44.029818,-123.102662
44.061074,-123.076743
44.038391,-123.086747
49.099246,-117.715819
-21.999738,148.061853
40.473036,-111.886182
42.539441,-124.052474
42.070786,-124.305284
40.537067,-111.923469
31.837373,117.238575
39.108482,-108.565561
37.465501,-122.155896
33.976488,-118.247844
33.707768,-118.287933
33.969978,-118.240589
33.792237,-118.175241
33.724953,-118.080085
33.765264,-118.090902
44.586759,-75.157787
37.709978,-122.066802
37.98261,-122.295859
37.722379,-122.43915
37.979696,-122.541566
37.875756,-122.252761
37.331764,-122.011635
37.88482,-122.268781
50.674091,-120.321836
37.330245,-122.026796
37.845527,-122.205208
50.649848,-120.348589
49.404752,-123.504693
49.279972,-123.08058
49.489131,-123.750005
49.085133,-123.795077
49.307232,-123.001161
49.199393,-123.834911
49.177993,-123.794063
49.162677,-123.858531
49.471085,-123.752167
49.258759,-123.12497
40.763792,-73.986607
19.678525,-156.021704
19.639102,-156.002725
14.073592,-87.198635
38.548275,-121.761792
38.632944,-121.30024
38.553109,-121.491927
13.050486,77.57756
39.739943,-121.825583
-39.380429,176.892155
40.974682,-72.714806
40.974829,-72.714961
-9.063847,-68.659985
35.792059,-78.938081
34.502056,-117.251666
34.104334,-117.743445
34.106349,-117.711798
34.044632,-117.99498
34.391027,-117.238012
34.529841,-117.305023
29.710601,34.99007
34.148522,-118.143168
39.374995,-76.588281
39.177278,-76.555392
53.90835,-122.784
41.012893,-111.944776
33.648296,-117.840993
34.773903,113.712283
33.890731,-117.310595
33.762124,-117.499566
41.082794,-111.910562
6.151386,-75.629452
6.21728,-75.574933
6.220477,-75.585564
6.216931,-75.5563
36.968868,-121.97223
47.527799,-122.321889
37.260517,-121.891347
47.595021,-122.624744
37.393398,-121.987077
47.193327,-122.298066
37.171451,-121.937772
47.51719,-122.05628
40.446356,-79.899321
40.474471,-79.936631
40.444325,-79.933592
33.446636,-111.807116
38.304337,21.794404
38.297564,21.808751
38.219372,21.756045
38.297756,21.822891
38.23952,21.734823
40.529908,-74.575531
50.58626,8.683964
50.578111,8.67941
50.586412,8.684853
37.321227,-122.067102
32.681285,-115.480015
38.161612,-120.057009
32.594178,-115.4233
60.537686,-150.804306
-12.100697,-76.977822
39.549882,-105.015368
37.795173,-122.271255
37.415962,-122.158072
38.097901,-122.239501
38.271864,-122.081414
38.11898,-122.270139
38.013235,-122.685976
44.093486,-103.225444
44.236215,-103.24174
44.047302,-103.235988
34.073389,-118.010819
34.02907,-118.41458
34.02415,-118.429112
42.385092,-71.117578
-12.124986,-77.027687
1.305626,103.776532
13.050518,77.576996
-12.135033,-77.022438
30.389553,-97.72252
36.09813,-79.85341
36.057041,-79.299467
36.130076,-79.834683
40.005641,-108.190204
-37.689121,176.204945
40.087242,-108.803853
52.632469,4.776161
52.66505,4.76207
25.727991,-100.227162
25.652478,-100.27323
64.893237,-147.789856
40.615859,-111.859354
40.278251,-111.688656
40.271812,-111.704772
40.4718,-111.4675
40.486988,-111.862057
40.901444,-111.882868
40.693607,-111.930381
34.21017,-118.87051
39.10109,-108.66651
-8.169979,-70.354887
33.846742,-118.328551
33.720125,-118.306639
33.770373,-118.08684
33.956163,-118.228181
33.951314,-118.189148
50.929177,-1.436189
37.804103,-122.221954
37.816327,-122.25057
37.797428,-122.43547
37.848011,-122.255247
37.792534,-122.453734
37.756039,-122.390671
37.782386,-122.389041
37.375292,-122.01212
37.871616,-122.258227
37.75765,-122.408673
-37.73367,142.014648
40.714619,-73.954752
30.677903,-88.058356
35.632767,-120.660298
52.195816,0.13597
38.524434,-121.394655
38.138378,-121.30097
38.542686,-121.721027
38.571129,-121.504883
45.475697,9.172453
34.941193,-120.426643
30.288493,-97.736914
35.970399,-78.789108
37.928257,-122.391734
34.765991,-117.326008
40.706019,-112.053782
55.483226,-125.96768
29.752775,-98.145346
43.176625,76.918852
43.226439,76.956555
43.223912,76.952772
-35.10444,147.3603
37.431422,-122.386526
53.933777,-122.743699
53.94599,-122.797435
53.938245,-122.852726
41.251048,-111.94607
33.68269,-117.909194
33.941899,-117.310242
33.664803,-117.853909
43.094478,-124.429756
43.094523,-124.429643
43.989985,-124.109648
43.992111,-124.105761
40.679475,-111.77778
28.48975,77.09255
28.490021,77.092
28.704059,77.10249
41.377419,-74.895063
41.46191,-74.428836
41.441102,-74.558739
41.438017,-74.409159
41.35006,-74.738204
41.318934,-74.80134
41.291404,-74.790367
47.660749,-122.195655
37.197963,-121.994593
37.983569,-121.367871
47.548768,-122.317248
37.473423,-121.916098
47.607497,-122.327573
37.357585,-121.946785
38.986658,-77.146903
-34.618221,-70.959161
40.433795,-79.876218
40.450058,-79.910861
41.861343,-87.62727
41.935444,-87.67318
38.906482,-120.01248
35.727742,-118.137765
35.754214,-118.4253
35.388518,-118.949171
35.401041,-118.99583
35.418811,-118.851454
35.402464,-118.867109
40.589003,-122.376766
40.624332,-122.317753
35.716226,-118.30741
48.084812,15.833893
38.327737,-122.309498
38.014325,-122.690588
38.333721,-122.675287
38.418706,-122.688225
38.766178,-122.893903
46.037201,-118.319099
34.191535,-118.956101
34.045756,-118.125702
34.087367,-118.140457
34.025367,-118.430332
45.512968,-122.686365
34.125756,-118.107326
30.289152,-97.736078
30.280028,-97.732507
51.672674,19.406061
29.9744,-90.101082
29.884596,-90.027222
29.873653,-90.08989
29.59739,-90.713828
29.92345,-90.120881
41.378805,-122.418981
41.727952,-122.643702
40.673606,-111.798415
40.673804,-111.507929
40.980967,-111.929151
40.785142,-111.732042
40.474133,-111.838699
40.428109,-111.896042
24.40767,54.462935
24.577133,54.518713
37.870732,-122.016926
39.081729,-108.644687
41.321125,-112.032945
33.445132,-118.481082
33.906429,-118.189455
33.80597,-118.264068
33.999928,-118.478793
33.765591,-118.087791
33.941064,-118.190101
34.763421,-85.197542
37.263735,-105.965143
37.828898,-122.243001
19.110699,72.859142
37.722406,-122.439207
37.901447,-122.191933
37.879562,-122.549061
37.264412,-122.056385
37.75213,-122.465573
37.888416,-122.12782
37.326969,-122.169558
37.787513,-122.204893
37.43054,-122.139098
37.906472,-122.301588
40.193257,44.504508
40.188518,44.513909
66.545143,-152.644906
40.224965,44.451403
40.815311,-73.950326
5.561685,-0.212514
42.433362,-123.352756
42.433008,-123.35346
42.433171,-123.353321
35.044929,-120.521185
48.990904,1.719259
-27.445851,153.181697
-27.468518,153.166118
38.560307,-121.497095
38.5786,-121.4913
38.552147,-121.430082
-27.476314,153.02815
-27.499272,153.003966
39.435345,-121.545102
39.779151,-121.613513
30.28822,-97.736995
30.391032,-97.725588
30.390171,-97.730559
35.73436,-78.847064
35.854932,-78.898438
35.7772,-78.640188
34.125368,-117.726098
40.22608,-112.747038
34.072166,-117.749625
34.02975,-117.157
40.512966,-112.314193
40.601076,-112.00004
15.498221,73.821697
37.522539,-122.349604
-1.274101,36.775691
37.759682,-122.402108
53.974757,-122.790118
53.914738,-122.741381
52.988562,-3.044453
43.958951,-79.256491
33.718019,-117.425276
44.663501,-74.998689
44.664478,-74.996286
33.952443,-117.311829
33.719944,-117.422651
37.362667,-122.059844
49.308403,-124.476761
49.316205,-124.314107
43.616776,7.12518
37.364801,-122.078655
47.522227,-122.323077
37.963366,-121.291571
37.106406,-121.898062
47.656622,-122.34198
40.437926,-79.955242
36.764506,-119.852437
41.861205,-87.629891
41.83212,-87.812948
53.878533,-119.13545
51.617053,-0.644539
37.912085,-122.473097
32.587374,-115.400424
38.605602,-120.713076
41.189265,14.17102
19.536318,-155.575708
35.360617,-119.128146
37.819611,-122.246272
38.110553,-122.243537
38.399774,-122.61633
38.328014,-122.704716
38.101655,-122.592373
38.012818,-122.551197
38.085676,-122.244778
57.520489,11.945714
36.496731,-94.246755
44.275912,-92.890304
44.04,-92.438
34.021359,-118.82336
34.038451,-118.461625
34.105414,-118.211069
34.56548,-118.18113
18.397813,-66.035915
34.078877,-118.467984
34.204542,-118.22038
34.235565,-118.46975
34.031466,-118.367104
45.723639,-122.638591
45.3576,-122.629
1.280664,103.805802
39.749939,-86.15089
29.811446,-98.611464
43.799021,-123.060858
33.296718,-112.082684
33.61395,-112.10996
33.587305,-112.196934
33.587254,-112.196945
33.619849,-112.405616
33.657116,-112.036859
44.053893,-123.074261
33.424644,-112.084695
33.063587,-112.015792
33.318848,-112.069865
37.910112,-122.546726
39.163486,-122.901811
40.759614,-111.592121
40.735225,-111.495395
60.486094,-149.840368
60.458969,-149.724983
40.733441,-111.821509
40.603078,-111.836119
40.762579,-111.776668
40.74772,-111.578768
12.964395,77.614518
37.847807,-122.032287
12.99493,77.731159
52.20296,0.119661
12.97675,77.575279
12.994474,77.603494
41.130173,16.543062
42.2558,-83.7361
33.8106,-118.138
33.768809,-118.078579
33.81589,-118.21966
32.921511,-97.230241
32.638702,-97.386581
32.95329,-97.064667
13.124479,77.620005
37.892142,-122.122965
37.743173,-107.015573
35.3076,-80.735
36.029635,-78.89937
37.874194,-122.241889
37.338662,-122.034055
37.808627,-122.267348
37.859781,-122.2361
37.879632,-122.254016
37.86605,-122.173675
37.905349,-122.495327
37.902226,-122.279689
37.848884,-122.125685
37.401951,-122.11873
42.930334,-72.273273
49.164038,-123.837794
33.380683,-111.960209
10.9949,-74.7911
10.994725,-74.790833
40.727626,-73.958221
40.497709,-107.275493
40.043857,-107.913039
40.042496,-107.917312
60.719668,-135.05872
